case:concept:name,concept:name,time:timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,Resource,Variant,Variant2_index,Variant3,customer,lifecycle:transition,product,responsible_section,seriousness,seriousness_2,service_level,service_type,support_section,workgroup
Case4469,Closed,10:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 9,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case447,Assign seriousness,27:23.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 1,Variant 5,5,Variant 5,Value 50,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case447,Resolve ticket,28:24.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 1,Variant 5,5,Variant 5,Value 50,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case447,Closed,28:47.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 3,Variant 5,5,Variant 5,Value 50,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4470,Assign seriousness,58:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 15,Variant 1,1,Variant 1,Value 227,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4470,Take in charge ticket,58:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 227,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4470,Resolve ticket,51:46.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 227,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4470,Closed,00:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 227,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4471,Assign seriousness,30:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4471,Take in charge ticket,44:34.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 15,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4471,Resolve ticket,06:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 15,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4471,Closed,40:36.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4472,Assign seriousness,49:42.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 1,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4472,Take in charge ticket,39:53.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 10,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4472,Resolve ticket,22:10.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 4,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4472,Take in charge ticket,38:45.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 10,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4472,Resolve ticket,39:52.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 4,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4472,Closed,40:11.0,Variant 9,9,Fluxicon Disco,Variant 9,9,Value 5,Variant 9,9,Variant 9,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4473,Assign seriousness,50:49.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 73,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4473,Take in charge ticket,02:22.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 73,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4473,Resolve ticket,03:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 73,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4473,Closed,00:31.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 73,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4474,Assign seriousness,12:51.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4474,Take in charge ticket,13:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4474,Resolve ticket,18:53.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4474,Closed,20:39.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4475,Assign seriousness,45:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 22,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4475,Take in charge ticket,45:50.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 22,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4475,Resolve ticket,23:20.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 22,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4475,Closed,23:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 3,Variant 1,1,Variant 1,Value 22,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4476,Assign seriousness,43:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 9,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4476,Take in charge ticket,00:34.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 9,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4476,Resolve ticket,05:04.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 9,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4476,Closed,51:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 9,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4477,Assign seriousness,35:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4477,Take in charge ticket,07:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4477,Resolve ticket,25:55.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4477,Closed,40:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Assign seriousness,54:09.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Take in charge ticket,54:39.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Wait,02:14.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Take in charge ticket,50:12.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Resolve ticket,33:00.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4478,Closed,33:18.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 3,Variant 3,3,Variant 3,Value 16,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4479,Assign seriousness,23:56.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 13,Variant 5,5,Variant 5,Value 169,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4479,Resolve ticket,24:57.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 13,Variant 5,5,Variant 5,Value 169,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4479,Closed,31:05.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 5,Variant 5,5,Variant 5,Value 169,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case448,Assign seriousness,20:01.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case448,Take in charge ticket,35:07.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case448,Wait,36:43.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case448,Resolve ticket,27:09.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case448,Closed,20:37.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4480,Assign seriousness,36:06.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 22,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4480,Take in charge ticket,46:27.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 22,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4480,Resolve ticket,04:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 22,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4480,Closed,05:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 22,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4481,Assign seriousness,35:01.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 13,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4481,Take in charge ticket,39:55.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 10,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4481,Wait,11:02.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 12,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4481,Wait,41:01.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 2,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4481,Resolve ticket,41:53.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 12,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4481,Closed,50:51.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 5,Variant 14,14,Variant 14,Value 49,complete,Value 6,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case4482,Assign seriousness,25:40.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4482,Take in charge ticket,26:17.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4482,Wait,26:40.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4482,Take in charge ticket,49:52.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4482,Resolve ticket,50:14.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4482,Closed,30:59.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 11,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4483,Assign seriousness,53:06.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 42,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4483,Take in charge ticket,53:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 42,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4483,Resolve ticket,29:33.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 42,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4483,Closed,00:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 42,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4484,Assign seriousness,07:27.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case4484,Take in charge ticket,58:51.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case4484,Resolve ticket,37:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 17,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case4484,Closed,37:53.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case4485,Assign seriousness,19:35.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 62,complete,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case4485,Take in charge ticket,47:45.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 62,complete,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case4485,Wait,16:03.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 62,complete,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case4485,Resolve ticket,25:44.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 62,complete,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case4485,Closed,25:59.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 62,complete,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case4486,Assign seriousness,56:35.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4486,Take in charge ticket,21:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4486,Resolve ticket,21:43.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4486,Closed,00:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4487,Assign seriousness,36:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 17,complete,Value 6,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4487,Take in charge ticket,38:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 17,complete,Value 6,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4487,Resolve ticket,58:44.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 17,complete,Value 6,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4487,Closed,58:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 3,Variant 1,1,Variant 1,Value 17,complete,Value 6,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4488,Assign seriousness,24:06.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 86,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4488,Take in charge ticket,16:32.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 86,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4488,Resolve ticket,44:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 86,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4488,Closed,30:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 86,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4489,Assign seriousness,52:01.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 97,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4489,Take in charge ticket,53:04.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 97,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4489,Resolve ticket,54:54.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 97,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4489,Closed,00:37.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 97,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case449,Assign seriousness,49:32.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case449,Take in charge ticket,49:53.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case449,Wait,53:22.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case449,Take in charge ticket,20:24.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case449,Resolve ticket,21:03.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case449,Closed,20:36.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 168,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4490,Assign seriousness,36:40.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Take in charge ticket,52:37.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Wait,30:19.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Take in charge ticket,21:55.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Resolve ticket,22:14.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Closed,02:44.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 44,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4491,Assign seriousness,06:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 189,complete,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4491,Take in charge ticket,55:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 189,complete,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4491,Resolve ticket,05:03.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 189,complete,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4491,Closed,10:22.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 189,complete,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4492,Assign seriousness,47:08.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4492,Take in charge ticket,29:46.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4492,Wait,52:41.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4492,Resolve ticket,52:02.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4492,Closed,50:11.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4493,Assign seriousness,51:10.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 143,complete,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4493,Resolve ticket,52:05.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 143,complete,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4493,Resolve ticket,52:16.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 143,complete,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4493,Closed,00:43.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 5,Variant 8,8,Variant 8,Value 143,complete,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4494,Assign seriousness,15:12.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4494,Take in charge ticket,29:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 16,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4494,Resolve ticket,14:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 16,Variant 1,1,Variant 1,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
